date,explanation,media_type,title,url,copyright
2001-01-11,"Haunting patterns within planetary nebula NGC 6543 readily suggest its popular moniker -- the Cat's Eye nebula. In 1995, a stunning false-color optical image from the Hubble Space Telescope detailed the swirls of this glowing nebula, known to be the gaseous shroud expelled from a dying sun-like star about 3,000 light-years from Earth. This composite picture combines the famous Hubble image with new x-ray data from the orbiting Chandra Observatory and reveals surprisingly intense x-ray emission indicating the presence of extremely hot gas. X-ray emission is shown as blue-purple hues superimposed on red and green optical emission. The nebula's central star itself is clearly immersed in the multimillion degree, x-ray emitting gas. Other pockets of x-ray hot gas seem to be bordered by cooler gas emitting strongly at optical wavelengths, a clear indication that expanding hot gas is sculpting the visible Cat's Eye filaments and structures. Gazing into the Cat's Eye, astronomers see the fate of our sun, destined to enter its own planetary nebula phase of evolution ... in about 5 billion years.",image,X-rays From The Cat's Eye,https://apod.nasa.gov/apod/image/0101/catseye_composite.jpg,nan
2001-01-12,"These two galaxies are interacting in a surprising way, connected by a pipeline of obscuring material that runs between them over 20,000 light-years of intergalactic space. Silhouetted by starlight, the dark, dusty ribbon appears to stretch from NGC 1410 (the galaxy at the left) and wrap itself around NGC 1409 (at right). A mere 300 million light-years distant in the constellation of Taurus, the pair's recent collision has likely drawn out this relatively thin lane of material which is only about 500 light-years wide. Though the Hubble Space Telescope image dramatically illustrates how galaxies exchange matter when they collide, it also presents challenges to current pictures of galaxy evolution. The titanic collision has triggered star formation in NGC 1410 as evidenced by its blue star forming regions, yet NGC 1409 remains devoid of hot, young blue stars even though observations indicate that material is flowing into it. Bound by gravity, these two galaxies are doomed to future collisions, merging over time into one.",image,NGC 1410/1409: Intergalactic Pipeline,https://apod.nasa.gov/apod/image/0101/ngc1410_keel.jpg,nan
2001-01-13,"Interstellar space is filled with extremely tenuous clouds of gas which are mostly Hydrogen. The neutral Hydrogen atom (HI in astronomer's shorthand) consists of 1 proton and 1 electron. The proton and electron spin like tops but can have only two orientations; spin axes parallel or anti-parallel. It is a rare event for Hydrogen atoms in the interstellar medium to switch from the parallel to the anti-parallel configuration, but when they do they emit radio waves with a wavelength of 21 centimeters (about 8 inches) and a corresponding frequency of exactly 1420 MHz. Tuned to this frequency radio telescopes have mapped the neutral Hydrogen in the sky. The above image represents such an all-sky HI survey with the plane of our Milky Way Galaxy running horizontally through the center. In this false color image no stars are visible, just diffuse clouds of gas tens to hundreds of light years across which cluster near the plane. The gas clouds seem to form arching, looping structures, stirred up by stellar activity in the galactic disk.",image,A Sky Full Of Hydrogen,https://apod.nasa.gov/apod/image/0101/nHI_alt_skyview_big.jpg,nan
2001-01-14,"Johannes Kepler used simple mathematics to describe how planets move. Kepler was an assistant to the most accurate astronomical observer of the time, Tycho Brahe.  Kepler was able to use Brahe's data to show that planets move in ellipses around the Sun (Kepler's First Law), that planets move proportionally faster in their orbits when they are nearer the Sun (Kepler's Second Law), and that more distant planets take proportionally longer to orbit the Sun (Kepler's Third Law). Kepler lived from 1571 to 1630, during the time of discovery of the telescope. Kepler was one of the few vocal supporters of Galileo's discoveries and the Copernican system of planets orbiting the Sun instead of the Earth.",image,Kepler Discovers How Planets Move,https://apod.nasa.gov/apod/image/kepler_hist.gif,nan
2001-01-15,"Our Galaxy is filled with gas.  Most of this gas is hydrogen, some is helium, but there is a trace amount of relatively heavy molecules, including carbon monoxide (CO) - a component of smog.  The above wide-angle radio CO image shows the incredibly diverse structures that the molecular interstellar medium forms.  Dense clouds show where stars may be forming and open voids may indicate the action of strong winds from massive, recently formed stars.  This FCRAO Outer Galaxy Survey was recently re-processed at the Dominion Radio Astrophysical Observatory for inclusion in the Canadian Galactic Plane Survey, an international effort to map all constituents of the interstellar medium over large scales at high angular resolution.",image,Billows of Smog in the Outer Galaxy,https://apod.nasa.gov/apod/image/0101/outergalaxy_fcrao.jpg,nan
2001-01-16,"vidence has been mounting that beneath the vast planes of ice that cover Europa lies water -- liquid oceans that might be home to alien life.  The smallest of Jupiter's Galilean Moons (which include Io, Ganymede, and Callisto), Europa's deep interior is composed of mostly of silicate rock.  Upon close inspection, many surface cracks stop abruptly only to continue on somewhere else -- indicating surface plates that might be sliding. The above time-lapse sequence is a composite of images taken during the Voyager spacecraft flyby of the moon twenty years ago.  Not all regions are resolved in high detail.  The movie shows Europa during a complete rotation, which corresponds to a complete revolution around Jupiter since Europa always keeps the same face toward the giant planet. The cause of many of the surface colors on Europa also remains a topic of research.",image,Europa Rotating,https://apod.nasa.gov/apod/image/0101/europarotmovie_gal.gif," Calvin J. Hamilton,  Voyager Team,  NASA "
2001-01-17,"Why is NGC 3310 bursting with young stars?  The brightest of these new stars are so hot that they light up this spiral galaxy not only in blue light, but in light so blue humans can't see it: ultraviolet.  The Hubble Space Telescope took the above photograph in different bands of ultraviolet light.  Speculation holds that NGC 3310 collided with one of its own dwarf companion galaxies only about 50 million years previously.  This merger sent density waves rippling around the spiral disk, causing many gas clouds to condense into star forming regions.  Imaging nearby galaxies in ultraviolet light allows astronomers to better understand the images of distant highly redshifted galaxies in visible light, and so to understand why many of these distant galaxies appear relatively fragmented.  The unusually smooth NGC 3310 spans over 20 thousand light years and lies about 50 million light years away towards the constellation of Ursa Major.",image,Spiral Galaxy NGC 3310 in Ultraviolet,https://apod.nasa.gov/apod/image/0101/ngc3310_hst.jpg,nan
2001-01-18,"The first and only total lunar eclipse for the year 2001 occured on the evening of January 9/10 as the full Moon glided through Earth's shadow. Unlike a total solar eclipse, a total lunar eclipse is visible for anyone on the night side of the planet during the event. The night side for this geocentric celestial event included Europe, Asia, and Africa where the Moon could be seen immersed in the umbra or dark portion of Earth's shadow for about 62 minutes as it passed just north of the shadow's center. This dramatic telescopic photo of the eclipsed Moon was made near Ankara, Turkey close to the time of midpoint of the total phase. The fact that the northern (top) portion of the eclipsed Moon is clearly brighter, even near mid-totality, demonstrates that Earth's shadow is not uniformly dark.",image,2001: A Total Lunar Eclipse,https://apod.nasa.gov/apod/image/0101/lunarecl_tezel.jpg,nan
2001-01-19,"Q: Why are black holes black? A: Because they have an event horizon. The event horizon is that one-way boundary predicted by general relativity beyond which nothing, not even light, can return. X-ray astronomers using the space-based Chandra Observatory now believe they have direct evidence for event horizons - therefore black holes - in binary star systems which can be detected in x-ray light. These binaries, sometimes called x-ray novae, are known to consist of relatively normal stars dumping material on to massive, compact companions. As illustrated, the material swirls toward the companion in an accretion disk which itself glows in x-rays. If the compact companion is a neutron star (right), the material ultimately smashes into the solid surface and glows even more brightly in high energy x-rays. But if it is indeed a black hole with a defining event horizon, then the x-ray hot material approaches the speed of light as it swirls past the surface of no return and is lost from view. Recent work describes observations of two classes of x-ray binaries, one class 100 times fainter than the other. The results imply the presence of an event horizon in the fainter class which causes the extreme difference in x-ray brightness.",image,Black Holes Are Black,https://apod.nasa.gov/apod/image/0101/blackhole_illustration.jpg,nan
2001-01-20,"This image of the active Sun was made using ultraviolet light emitted by ionized Helium atoms in the Solar chromosphere. Helium was first discovered in the Sun in 1868, its name fittingly derived from from the Greek word Helios, meaning Sun. Credit for the discovery goes to astronomer Joseph Norman Lockyer (born May 17, 1836). Lockyer relied on a then recently developed technique of spectroscopy, dissecting sunlight into a spectrum, and the idea that each element produces a characteristic spectral pattern of bright lines. He noticed a yellow line in a solar spectrum made during an eclipse which could not be accounted for by elements known on Earth. Almost 27 years later terrestrial Helium was finally discovered when the spectrum of a Helium bearing mineral of Uranium provided an exact match to the previously detected element of the Sun. Helium is now known to be the second most abundant element (after Hydrogen) in the Universe.",image,Helios Helium,https://apod.nasa.gov/apod/image/0101/hesun_eit.jpg,nan
2001-01-21,"Most stars appear only as points of light.  In 1995, Betelgeuse became the second star, after our Sun, to have it surface resolved.  Later that year, Mira was added to the list.  Mira A is a red giant star undergoing dramatic pulsations, causing it to become more than 100 times brighter over the course of a year.  Mira was discovered to be the first variable star about 400 years ago  by David Fabricus.  Mira can extend to over 700 times the size of our Sun, and is only 400 light-years away.  The above photograph taken by the Hubble Space Telescope shows the true face of Mira.  But what are we seeing?  The unusual extended feature off the lower left of the star remains somewhat mysterious.  Possible explanations include gravitational perturbation and/or heating from Mira's white dwarf star companion.",image,Resolving Mira,https://apod.nasa.gov/apod/image/9708/mira_hst.jpg,nan
2001-01-22,Tomorrow's picture: Big Space Ball  < | Archive | Index | Search | Calendar | Glossary | Education | About APOD | >  Authors & editors: Robert Nemiroff (MTU) & Jerry Bonnell (USRA) NASA Technical Rep.: Jay Norris. Specific rights apply. A service of: LHEA at NASA/GSFC & Michigan Tech. U.,image,A Two Toned Crater on Asteroid Eros,https://apod.nasa.gov/apod/image/0101/whitecrater_near.jpg,nan
2001-01-23,"One of the largest spheres in our Galaxy is giving valuable clues about the chemical composition of stars by its very shape.  Planetary nebula Abell 39, now six light-years across, was once a sun-like star's outer atmosphere expelled thousands of years ago.  The nearly perfect spherical nature of Abell 39 allows astronomers to accurately estimate how much relative material is actually absorbing and emitting light.  Observations indicate that Abell 39 contains only about half of the oxygen found in the Sun, an intriguing but not surprising confirmation of the chemical differences between stars.  The reason why the central star is slightly off center by 0.1 light-years is currently unknown.  Abell 39 lies about 7000 light years away, although several galaxies millions of light years away can be seen through and around the nebula.",image,Spherical Planetary Nebula Abell 39,https://apod.nasa.gov/apod/image/0101/abell39_wiyn.jpg,WIYN Obs.
2001-01-24,"A mere 20,000 light-years from the Sun lies the NGC 3603 star cluster, a resident of the nearby Carina spiral arm of our Milky Way galaxy. Seen here in this recent false-color x-ray image from the Chandra Observatory, NGC 3603 is well known to astronomers as a young cluster in a large galactic star-forming region. The image colors were chosen to show the relative x-ray brightness of the many individual sources present, where green are faint and red to purple hues are bright sources of x-rays. The stars in the cluster were formed in a single burst of star formation only one or two million years ago, so the x-rays are believed to come from the massive young stars themselves or from their energetic stellar winds. Since other common galactic sources of x-rays such as supernova remnants and neutron stars represent final stages in the life of a massive star, they are unlikely to be present in such a young cluster. Nearby NGC 3603 is thought to be a convenient example of the star clusters that populate distant starburst galaxies.",image,NGC 3603: X-Rays From A Starburst Cluster,https://apod.nasa.gov/apod/image/0101/ngc3603corcoran_cxc.jpg,nan
2001-01-25,"Spacecraft on long interplanetary voyages often use the planets themselves as gravitational sling shots to boost them along their way. Launched in February of 1999 on a historic voyage to a comet, the Stardust spacecraft is no different. On 15 January 2001 Stardust made its closest approach to planet Earth since launch, coming within about 6,000 kilometers of the surface. It used this gravity assist maneuver to increase its speed and alter its trajectory toward an encounter with comet Wild 2, which it should reach in 2004. Shortly before its time of closest approach, astronomer Gordon Garradd recorded this exposure of Stardust sailing through the skies above Loomberah, Australia. Nearby and moving fast, the spacecraft appears as a streak against a background of faint stars in the constellation Cetus. Stardust cruised within just 98,000 kilometers of the Moon about 15 hours later. After collecting dust from the tail of comet Wild 2, Stardust's voyage will continue -- as it returns the samples to Earth in 2006.",image,"Sail On, Stardust",https://apod.nasa.gov/apod/image/0101/stardust_garradd_c1.jpg, Gordon Garradd 
2001-01-26,"Well over a thousand galaxies are known members of the Virgo Cluster, the closest large cluster of galaxies to our own local group. The galaxy cluster is difficult to see all at once because it covers such a large area on the sky. Still, this excellent telescopic view records the region of the Virgo Cluster around its dominant giant elliptical galaxy M87. M87 can be seen as a fuzzy patch near the picture's bottom center. In fact, a close examination of the image will reveal that many of the stars are actually surrounded by a telltale fuzz, indicating that they are Virgo Cluster galaxies. How many galaxies can you pick out? Click on the image for an uncropped, labeled version which includes the NGC catalog numbers for most of the visible galaxies. On average, Virgo Cluster galaxies are measured to be about 48 million light-years away. The Virgo Cluster distance has been used to give an important determination of the Hubble Constant and the scale of the Universe.",image,Galaxies Of The Virgo Cluster,https://apod.nasa.gov/apod/image/0101/virgoclust_bendaniel_c1.jpg, Matt BenDaniel 
2001-01-27,"While orbiting the planet during their June 1998 mission, the crew of the Space Shuttle Discovery photographed this view of two moons of Earth. Thick storm clouds are visible in the lovely blue planet's nurturing atmosphere and its largest artificial moon, the spindly Russian Mir space station, can be seen above the planet's limb. The bright spot to the right of Mir is Earth's very large natural satellite, The Moon. The Mir orbits planet Earth once every 90 minutes about 200 miles above the planet's surface or about 4,000 miles from Earth's center. The Moon orbits once every 28 days at a distance of about 250,000 miles from the center of the Earth. Russia now plans to deorbit the Mir space station after 15 years of operation.",image,The Moons Of Earth,https://apod.nasa.gov/apod/image/0101/moonmir_sts91.jpg,nan
2001-01-28,"Our Earth is not at rest.  The Earth moves around the Sun.  The Sun orbits the center of the Milky Way Galaxy.  The Milky Way Galaxy orbits in the Local Group of Galaxies.  The Local Group falls toward the Virgo Cluster of Galaxies.  But these speeds are less than the speed that all of these objects together move relative to the cosmic microwave background (CMB).  In the above all-sky map, radiation in the Earth's direction of motion appears blueshifted and hence hotter, while radiation on the opposite side of the sky is redshifted and colder.  The map indicates that the Local Group moves at about 600 kilometers per second relative to this primordial radiation.  This high speed was initially unexpected and its magnitude is still unexplained.  Why are we moving so fast? What is out there?",image,CMB Dipole: Speeding Through the Universe,https://apod.nasa.gov/apod/image/0101/dipole_cobe.jpg,nan
2001-01-29,"Sometimes, good planes come to those who wait.  Experienced solar photographer Thierry Lagault had noticed planes crossing in front of the Sun from his home in suburban Paris.  He then got the idea for the above photograph, but had to wait through many near misses.  About two weeks ago, he got his wish: a jet crossed directly in front of the Sun when his solar imaging equipment was set up. The resulting image, shown above, was taken in a specific color of red light called Hydrogen-Alpha, and the picture's contrast has been digitally enhanced.  Dark prominences can be seen lacing the Sun's busy surface.  The airplane is an MD-11.",image,An Airplane in Front of the Sun,https://apod.nasa.gov/apod/image/0101/sunplane_legault.jpg, Thierry Legault 
2001-01-30,"The Great Nebula in Orion is a colorful place.  Visible to the unaided eye, it appears as a small fuzzy patch in the constellation of Orion. But this image, a representative-color composite of 81 near-infrared light images taken with VLT's ISAAC, shows the Orion Nebula to be a busy neighborhood of young stars, hot gas, and dark dust.  The power behind much of the Orion Nebula (M42) is the Trapezium - four of the brightest stars in the nebula.  The eerie blue glow surrounding the bright stars pictured here is their own starlight reflected by nearby dust.  Dark brown dust filaments cover much of the region.  The whole Orion Nebula cloud complex, which includes the Horsehead Nebula, will slowly disperse over the next 100,000 years.",image,The Orion Nebula from VLT,https://apod.nasa.gov/apod/image/0101/orion2_vlt.jpg,nan
2001-01-31,"Our Earth is surrounded by plasma.   The overall shape that this ionized gas plasmasphere takes was discovered last year by NASA's robot IMAGE spacecraft, and shown in the recently released above image in ultraviolet light.   The arm of the plasmasphere pointing toward the Sun, on the lower right, was hypothesized but never before seen directly.  The Earth's shadow can be seen pointing away from the Sun.  The bright regions in the center are full auroral rings over northern Earth, visible as northern lights from the ground.  The plasmasphere is thought created by sunlight energizing molecules in Earth's upper atmosphere and is contained by Earth's magnetic field.  IMAGE continues to study how solar magnetic storms affect Earth and its magnetic field.",image,Earth's Plasmasphere,https://apod.nasa.gov/apod/image/0101/earthplasma_image.jpg,nan
2001-02-01,"Gas giant Jupiter is the solar system's largest world with about 320 times the mass of planet Earth. Famous for its Great Red Spot, Jupiter is also known for its regular, equatorial cloud bands, visible in very modest sized telescopes. The dark belts and light-colored zones of Jupiter's cloud bands are organized by planet girdling winds which reach speeds of up to 500 kilometers per hour. On toward the Jovian poles though, the cloud structures become more mottled and convoluted until, as in this Cassini spacecraft mosaic of Jupiter, the planet's polar region begins to look something like a brain! This striking equator-to-pole change in cloud patterns is not presently understood but may be due in part to the effect of Jupiter's rapid rotation or to convection vortices generated at high latitudes by the massive planet's internal heat loss. The Cassini spacecraft recorded this dramatically detailed view of Jupiter during its turn of the millennium flyby enroute to Saturn.",image,Jupiter's Brain,https://apod.nasa.gov/apod/image/0102/jupiterbrain_cassini.jpg,nan
2001-02-02,"This quite stunning panorama of the entire sky is a mosaic of 51 wide-angle photographs. Made over a three year period from locations in California (USA), South Africa, and Germany, the individual pictures were digitized and stitched together to create an apparently seamless 360 by 180 degree view. Using a mathematical prescription like one often used to map the whole Earth's surface onto a single flat image, the complete digital mosaic was distorted and projected onto an oval shape. The image is oriented so the plane of our Milky Way Galaxy runs horizontally through the middle with the Galactic center at image center and Galactic north at the top. Most striking are the milky bands of starlight from the multitude of stars in the galactic plane cut by the dark, obscuring dust clouds strewn through the local spiral arms. In fact, almost everything visible here is within our own Milky Way Galaxy. Two fuzzy patches in the lower right quadrant of the mosaic do correspond to external galaxies, though. Known as the Magellanic Clouds, these are small, nearby satellite galaxies of the magnificent Milky Way.",image,All-Sky Panorama,https://apod.nasa.gov/apod/image/0102/allsky_mellinger_c2.jpg, Axel Mellinger 
2001-02-03,"Majestic on a truly cosmic scale, M100 is appropriately known as a Grand Design spiral galaxy. A large galaxy of over 100 billion or so stars with well defined spiral arms, it is similar to our own Milky Way. One of the brightest members of the Virgo Cluster of galaxies , M100 (alias NGC 4321) is 56 million light-years distant in the spring constellation of Coma Berenices. This Hubble Space Telescope image of the central region of M100 was made in 1993 with the Wide Field and Planetary Camera 2. It reveals the bright blue star clusters and intricate winding dust lanes which are hallmarks of this class of galaxies. Studies of stars in M100 have recently played an important role in determining the size and age of the Universe.",image,M100: A Grand Design,https://apod.nasa.gov/apod/image/0102/m100_hst.jpg,nan
2001-02-04,"Welcome to Planet Earth, the third planet from a star named the Sun.  The Earth is shaped like a sphere and composed mostly of rock.  Over 70 percent of the Earth's surface is water.  The planet has a relatively thin atmosphere composed mostly of nitrogen and oxygen.  Earth has a single large Moon that is about 1/4 of its diameter and, from the planet's surface, is seen to have almost exactly the same angular size as the Sun.  With its abundance of liquid water, Earth supports a large variety of life forms, including potentially intelligent species such as dolphins and humans.  Please enjoy your stay on Planet Earth.",image,Welcome to Planet Earth,https://apod.nasa.gov/apod/image/earth_1_apollo17.gif,nan
2001-02-05,"Why isn't this ant a big sphere?  Planetary nebula Mz3 is being cast off by a star similar to our Sun that is, surely, round.  Why then would the gas that is streaming away create an ant-shaped nebula that is distinctly not round?  Clues might include the high 1000-kilometer per second speed of the expelled gas, the light-year long length of the structure, and the magnetism of the star visible above at the nebula's center.  One possible answer is that Mz3 is hiding a second, dimmer star that orbits close in to the bright star.  A competing hypothesis holds that the central star's own spin and magnetic field are channeling the gas.  Since the central star appears to be so similar to our own Sun, astronomers hope that increased understanding of the history of this giant space ant can provide useful insight into the likely future of our own Sun and Earth.",image,Planetary Nebula Mz3: The Ant Nebula,https://apod.nasa.gov/apod/image/0102/mz3_hst.jpg,nan
2001-02-06,"The first controlled descent of a spacecraft onto an asteroid is scheduled to occur next week.  The robot spacecraft NEAR-Shoemaker has been orbiting asteroid Eros for nearly one year On February 12, before maneuvering fuel wanes, NASA will command the craft to descend right down onto the surface.  Although the spacecraft is not expected to survive the impact, it is hoped that it can transmit photographs showing surface details as small as 10 centimeters during the descent.  The touchdown site, shown above by the yellow circle, is on the edge of the large saddle shaped feature known as Himeros, and near the boundary between two distinct types of surface terrain.",image,Touchdown Site on Asteroid Eros,https://apod.nasa.gov/apod/image/0102/eroslanding_near.jpg,nan
2001-02-07,"Bright blue stars highlight the open cluster known as M103.  The gas clouds from which these stars condensed has long dispersed.  Of the stars that were formed, the brightest, bluest, and most massive have already used up their nuclear fuel and self-destructed in supernova explosions.  A 20 million-year age for M103 was estimated by finding the brightest main-sequence stars that still survive and theoretically computing their lifetimes.  In fact, a formerly blue star has recently evolved off the main sequence and is visible above as the red giant star near the cluster center.  In general, yellow stars like our Sun are usually less bright and hence less prominent in open clusters than their massive blue cousins.  Light takes about 14 years to cross M103.  Although visible with binoculars toward the constellation of Cassiopeia, M103's great distance of 8000 light years makes it appear four times smaller than a full moon.",image,Distant Open Cluster M103,https://apod.nasa.gov/apod/image/0102/m103_kpno.jpg,N. A. Sharp
2001-02-08,"Radio waves, like visible light, are electromagnetic radiation and radio telescopes can see -- their signals translate into radio images of the cosmos. While individually even the largest radio telescopes have very blurry vision compared to their optical counterparts, networks of radio telescopes can combine signals to produce sharper pictures. In fact, using an NRAO supercomputer in New Mexico, USA and technique called VLBI (Very Long Baseline Interferometry), the European network of radio telescopes (EVN) has produced pictures of distant galaxies at a resolution some three times higher than the Hubble Space Telescope. Penetrating obscuring dust, the false-color EVN radio images are inset above according to their relative location in an optical image of the famous Hubble Deep Field region of the sky. (Yellow lines superimposed on the optical image are radio intensity contours from a single telescope.) The bright cosmic radio source in the middle of each inset corresponds to a galaxy. Impressively, the radio sources appear to be so small, less than about 600 light-years across in actual size, that they are thought to be associated with massive central black holes in the distant deep field galaxies.",image,Distant Galaxies in Radio Vision,https://apod.nasa.gov/apod/image/0102/deepfield_evn.jpg,nan
